RowNumber,CustomerId,Surname,Gender,Age,Province,City,AreaType,EducationLevel,EmploymentType,PreferredLanguage,Bank,AccountType,Tenure,CreditScore,CreditRating,CreditBureau,NumOfProducts,ProductName,HasSavingsAccount,HasChequeAccount,HasCreditCard,HasPersonalLoan,HasHomeLoan,HasVehicleFinance,HasInvestmentAccount,HasPremiumBanking,HasCreditCard_Flag,Balance_ZAR,AnnualSalary_ZAR,MonthlySalary_ZAR,SalaryPaymentMethod,FinancialWellnessScore,IsActiveMember,UsesMobileBanking,UsesInternetBanking,MonthlyBranchVisits,MonthlyATMTransactions,CustomerServiceCalls_12M,Complaints_12M,PreferredCommChannel,Churned,Geography_Original
3739,15813697,Onyekaozulu,Female,44,Eastern Cape,Grahamstown,Urban,Postgraduate,Employed,siSwati,Absa,Cheque,2,498,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,1,1,0,0,1,2474404.74,2012602.67,167716.89,Direct Deposit,5.3,1,1,1,2,9,0,1,SMS,0,Germany
3740,15801125,Kegley,Female,32,KwaZulu-Natal,Newcastle,Urban,No Matric,Employed,English,Capitec,Cheque,1,627,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,2190459.85,182538.32,Direct Deposit,4.6,0,1,1,2,5,2,0,Email,0,France
3741,15777855,Manna,Male,45,Gauteng,Pretoria,Urban,No Matric,Unemployed,Afrikaans,Standard Bank,Cheque,7,649,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,1541686.31,128473.86,Direct Deposit,4.2,1,1,0,3,10,2,0,WhatsApp,0,France
3742,15635396,Thompson,Female,29,Mpumalanga,Middelburg,Urban,Matric,Unemployed,Afrikaans,FNB,Savings,9,738,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2851676.9,2908377.02,242364.75,Direct Deposit,7.3,0,1,1,2,12,2,1,Email,1,Germany
3743,15698031,Romano,Female,39,Eastern Cape,Mthatha,Urban,Matric,Pensioner,Sesotho,FNB,Savings,6,587,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,2087961.9,145626.06,12135.5,Cheque,4.1,0,1,1,2,8,1,1,Email,0,Germany
3744,15678944,Brown,Female,32,Limpopo,Musina,Urban,No Matric,Student,Sesotho,Nedbank,Savings,6,655,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2684178.98,189457.52,15788.13,Direct Deposit,4.8,0,0,0,2,6,2,0,SMS,1,Germany
3745,15718507,Su,Male,37,Limpopo,Mokopane,Suburban,No Matric,Unemployed,isiZulu,Nedbank,Prestige,3,647,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2388454.8,3065113.06,255426.09,Cheque,6.7,1,1,1,1,12,3,0,Phone Call,1,Germany
3746,15808334,Mackay,Female,37,Eastern Cape,Mthatha,Urban,Matric,Employed,isiZulu,Nedbank,Student,1,776,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,1909042.82,4019626.06,334968.84,Direct Deposit,7.7,1,1,0,0,7,1,2,SMS,0,Germany
3747,15804709,Watt,Male,35,Limpopo,Musina,Urban,Diploma,Employed,Afrikaans,Absa,Savings,5,688,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2287352.69,3406401.56,283866.8,Direct Deposit,7.1,0,1,1,0,7,3,0,WhatsApp,1,Germany
3748,15645835,Milani,Male,32,Western Cape,Stellenbosch,Suburban,Matric,Unemployed,isiZulu,FNB,Pensioner,9,605,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,1142346.92,95195.58,Direct Deposit,3.7,1,0,0,0,5,6,2,WhatsApp,0,France
3749,15738166,Hsu,Female,39,Western Cape,Worcester,Urban,Matric,Employed,English,Standard Bank,Savings,10,596,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1774198.94,2701264.09,225105.34,Direct Deposit,5.8,1,1,1,2,6,3,0,SMS,0,France
3750,15675360,Valenzuela,Male,33,Western Cape,Stellenbosch,Urban,Matric,Employed,isiXhosa,Capitec,Prestige,8,427,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,284108.48,23675.71,Direct Deposit,2.2,1,1,1,0,12,1,0,SMS,0,France
3751,15793042,Sung,Male,39,KwaZulu-Natal,Newcastle,Urban,Matric,Employed,Afrikaans,Capitec,Savings,2,629,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,2658221.06,1696868.44,141405.7,Direct Deposit,5.8,0,1,0,0,8,4,0,SMS,0,France
3752,15630106,Lo,Male,29,North West,Potchefstroom,Suburban,Diploma,Student,siSwati,Absa,Cheque,2,496,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,1135486.6,94623.88,Direct Deposit,3.2,0,1,1,2,4,2,2,SMS,0,Spain
3753,15810385,Giordano,Female,36,Northern Cape,Springbok,Suburban,Diploma,Employed,English,Capitec,Cheque,2,717,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,3373437.98,1687902.96,140658.58,Cash,6.6,1,1,1,1,11,3,0,App Notification,0,Spain
3754,15578211,Connolly,Male,23,Western Cape,Worcester,Suburban,No Matric,Employed,isiZulu,Nedbank,Prestige,6,777,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,3346122.34,278843.53,Direct Deposit,6.1,1,1,0,2,8,2,0,Email,0,France
3755,15572792,Bellucci,Male,35,Northern Cape,Upington,Urban,Postgraduate,Pensioner,Sepedi,Standard Bank,Prestige,8,535,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2439293.36,2778502.76,231541.9,Direct Deposit,6.0,1,1,1,2,12,2,0,SMS,0,Spain
3756,15620030,Jamieson,Male,29,KwaZulu-Natal,Pietermaritzburg,Suburban,Degree,Self-Employed,Sepedi,Standard Bank,Cheque,1,744,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,0.0,1689670.88,140805.91,Cheque,4.7,0,1,1,1,3,1,2,WhatsApp,0,France
3757,15783541,Fomina,Male,31,Gauteng,Pretoria,Urban,Degree,Employed,Xitsonga,FNB,Cheque,5,755,Very Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,1,0,0,0,0.0,3990545.99,332545.5,Direct Deposit,6.5,1,0,1,3,4,1,1,WhatsApp,0,France
3758,15679284,Aksenov,Female,45,North West,Klerksdorp,Suburban,Postgraduate,Unemployed,Afrikaans,FNB,Savings,6,593,Fair,TransUnion,1,Savings Account,1,0,0,0,0,1,1,0,1,1624824.88,1134619.24,94551.6,Direct Deposit,4.6,0,1,0,1,10,0,0,SMS,0,Spain
3759,15582910,Turnbull,Male,38,Western Cape,Worcester,Urban,Matric,Employed,English,Absa,Prestige,4,514,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,1,2300722.79,342700.76,28558.4,Direct Deposit,4.0,0,1,1,1,7,1,1,SMS,1,France
3760,15688337,Dixon,Male,40,Western Cape,Stellenbosch,Suburban,Matric,Unemployed,Xitsonga,Standard Bank,Cheque,9,721,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2421662.34,3285691.82,273807.65,Direct Deposit,7.2,1,1,0,4,10,2,1,SMS,0,France
3761,15734970,White,Male,38,Free State,Kroonstad,Urban,Matric,Self-Employed,isiZulu,Capitec,Pensioner,7,835,Excellent,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,1779893.84,3606072.38,300506.03,Cash,7.6,0,1,1,2,10,4,1,SMS,0,Spain
3762,15759140,Long,Female,64,Western Cape,Paarl,Urban,Diploma,Employed,isiZulu,Absa,Prestige,10,682,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2630287.35,1353837.02,112819.75,Direct Deposit,5.7,1,1,1,3,13,1,0,SMS,0,France
3763,15643042,Han,Female,40,Limpopo,Polokwane,Urban,No Matric,Unemployed,isiXhosa,Absa,Cheque,2,590,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,0,2411649.32,1890060.02,157505.0,Cash,5.6,0,1,0,0,5,1,0,Phone Call,0,Germany
3764,15773868,Belov,Female,37,Eastern Cape,Port Elizabeth,Urban,Matric,Employed,English,FNB,Cheque,3,653,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,1,0,0,1,2577551.1,2759814.34,229984.53,Direct Deposit,6.6,0,1,1,1,8,1,0,WhatsApp,1,Germany
3765,15615820,MacDonald,Male,49,Western Cape,George,Suburban,No Matric,Self-Employed,Xitsonga,Capitec,Prestige,8,837,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2117698.58,1044978.68,87081.56,Direct Deposit,5.9,1,0,1,4,8,1,0,Email,0,France
3766,15730273,Parsons,Male,27,Gauteng,Johannesburg,Suburban,Matric,Pensioner,isiZulu,Capitec,Cheque,8,841,Excellent,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,0.0,3524415.76,293701.31,Direct Deposit,6.5,0,1,1,0,8,2,1,Email,0,France
3767,15724890,Cross,Male,36,North West,Mahikeng,Rural,No Matric,Employed,Afrikaans,Absa,Savings,4,584,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,0,0,0,1695269.84,1702691.87,141890.99,Direct Deposit,5.0,0,0,0,2,7,2,1,SMS,0,Spain
3768,15765952,Milanesi,Male,29,KwaZulu-Natal,Newcastle,Urban,Matric,Employed,isiXhosa,Standard Bank,Cheque,4,769,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2982163.08,3861846.78,321820.56,Cash,8.2,0,1,0,0,6,3,0,WhatsApp,0,France
3769,15685920,Lombardo,Male,34,North West,Rustenburg,Urban,Matric,Student,Afrikaans,Standard Bank,Cheque,2,599,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2080886.53,4059619.92,338301.66,Direct Deposit,7.0,0,1,1,1,12,1,0,Phone Call,0,Spain
3770,15663263,Collins,Male,47,Gauteng,Centurion,Urban,No Matric,Employed,Afrikaans,Absa,Cheque,5,698,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,3203438.86,21641.03,1803.42,Cash,5.2,0,1,1,2,7,4,0,Email,0,France
3771,15568953,Alexeieva,Male,27,Gauteng,Johannesburg,Rural,Matric,Self-Employed,isiZulu,Absa,Cheque,1,477,Poor,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,2635377.09,2730050.4,227504.2,Direct Deposit,5.8,1,1,1,0,9,1,0,Email,0,France
3772,15643361,Cullen,Male,34,Limpopo,Tzaneen,Suburban,Postgraduate,Employed,siSwati,Standard Bank,Savings,8,477,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2869170.78,3892454.51,324371.21,Cash,6.8,1,0,0,0,11,1,3,SMS,0,Germany
3773,15699486,Johnson,Male,34,Northern Cape,Springbok,Rural,Diploma,Employed,Afrikaans,FNB,Student,7,745,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2725362.86,651959.86,54329.99,Direct Deposit,5.6,1,1,0,2,8,3,0,WhatsApp,0,Spain
3774,15747854,Rudd,Female,35,Western Cape,Stellenbosch,Urban,No Matric,Employed,Sesotho,Nedbank,Cheque,3,749,Very Good,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,0,0,1,0.0,2719321.92,226610.16,Direct Deposit,5.5,1,1,1,2,9,2,2,SMS,0,France
3775,15691785,Findlay,Male,61,Gauteng,Centurion,Suburban,Matric,Employed,Afrikaans,FNB,Prestige,1,850,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,0.0,1087890.52,90657.54,Direct Deposit,4.8,0,1,0,4,10,0,0,App Notification,1,France
3776,15709004,Mai,Male,22,Mpumalanga,Secunda,Rural,Degree,Employed,Xitsonga,Capitec,Cheque,5,528,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,1917718.22,19712.19,1642.68,Direct Deposit,3.6,1,1,1,5,9,3,0,Email,0,Germany
3777,15652218,Morrison,Male,33,Gauteng,Pretoria,Suburban,Matric,Self-Employed,isiXhosa,Absa,Student,2,750,Very Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,3122205.76,1462335.52,121861.29,Cash,6.4,0,1,1,1,4,1,0,Email,0,France
3778,15697127,Monaldo,Female,31,Gauteng,Pretoria,Rural,Diploma,Employed,Afrikaans,Standard Bank,Cheque,2,543,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,3027322.33,341504.58,28458.72,Direct Deposit,4.6,1,0,0,3,10,0,1,WhatsApp,0,France
3779,15658486,Gidney,Female,59,Free State,Welkom,Urban,Matric,Self-Employed,isiXhosa,FNB,Savings,3,579,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,3034432.96,1535003.51,127916.96,Direct Deposit,5.6,1,1,1,4,16,4,0,Phone Call,0,Spain
3780,15694160,Sagese,Male,37,Gauteng,Centurion,Urban,Diploma,Unemployed,English,Standard Bank,Cheque,0,624,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,2298143.28,191511.94,Direct Deposit,4.6,0,1,1,2,12,0,0,WhatsApp,0,France
3781,15685290,Wall,Male,46,Limpopo,Thohoyandou,Urban,No Matric,Employed,Sepedi,Capitec,Savings,5,595,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,2918392.71,992638.7,82719.89,Cheque,5.2,0,1,0,0,11,3,0,WhatsApp,1,Germany
3782,15701042,Dalton,Female,27,Eastern Cape,Grahamstown,Suburban,Degree,Unemployed,Afrikaans,Absa,Prestige,2,596,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3096064.98,3491571.89,290964.32,Direct Deposit,7.2,0,1,1,0,5,4,1,Phone Call,0,Germany
3783,15680449,Hsing,Female,44,Mpumalanga,Nelspruit,Suburban,Diploma,Employed,Setswana,FNB,Savings,2,431,Poor,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2846295.85,772610.36,64384.2,Cash,4.3,0,1,1,2,11,2,1,Phone Call,1,Germany
3784,15599860,Warner,Female,26,Northern Cape,Kimberley,Urban,Diploma,Student,Sesotho,Standard Bank,Cheque,8,647,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2254142.07,2800140.92,233345.08,Direct Deposit,6.4,1,1,1,3,10,6,1,WhatsApp,1,Spain
3785,15723169,Williams,Female,31,Western Cape,Worcester,Urban,Matric,Student,Afrikaans,Capitec,Savings,9,640,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2846580.6,997135.78,83094.65,Direct Deposit,5.4,0,1,0,3,8,2,1,Email,0,France
3786,15803842,Dunn,Female,45,Eastern Cape,Grahamstown,Suburban,Diploma,Unemployed,English,Capitec,Pensioner,3,752,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,2161243.25,1840355.72,153362.98,Direct Deposit,6.1,1,1,0,3,8,3,0,SMS,0,Germany
3787,15728224,Kerr,Female,41,Eastern Cape,Port Elizabeth,Urban,Matric,Employed,English,FNB,Pensioner,9,710,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,3057688.36,863690.83,71974.24,Direct Deposit,5.8,0,0,0,1,10,3,1,Email,1,Germany
3788,15644174,Marchesi,Male,27,Limpopo,Polokwane,Urban,Matric,Pensioner,Afrikaans,Nedbank,Savings,4,638,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2769469.02,3823736.26,318644.69,Direct Deposit,7.4,1,1,1,2,13,1,1,App Notification,1,Germany
3789,15707110,Endrizzi,Male,28,Eastern Cape,Uitenhage,Urban,Degree,Student,isiZulu,Absa,Savings,2,660,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,3503246.02,856057.45,71338.12,Direct Deposit,5.8,0,0,1,2,10,2,0,App Notification,0,Germany
3790,15765415,King,Female,45,North West,Rustenburg,Urban,Diploma,Employed,English,FNB,Cheque,4,609,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1827007.15,4084768.09,340397.34,Direct Deposit,6.9,1,1,1,1,8,2,1,WhatsApp,0,Spain
3791,15756751,Griffiths,Female,54,North West,Potchefstroom,Suburban,Matric,Self-Employed,English,Nedbank,Cheque,0,596,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1601588.74,3146399.66,262199.97,Direct Deposit,6.0,1,0,1,2,8,0,0,WhatsApp,1,Spain
3792,15795151,Hartzler,Female,38,Western Cape,Paarl,Urban,Matric,Employed,isiZulu,Nedbank,Savings,3,705,Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,2539835.82,434130.55,36177.55,Direct Deposit,5.1,0,1,1,3,8,1,0,SMS,0,France
3793,15632859,Chukwudi,Male,36,Western Cape,Cape Town,Rural,Diploma,Employed,English,Capitec,Prestige,7,444,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,2844249.13,237020.76,Direct Deposit,4.2,1,1,1,3,5,2,1,SMS,0,France
3794,15584037,Denisov,Male,58,Limpopo,Tzaneen,Suburban,Diploma,Employed,Sepedi,Standard Bank,Cheque,5,727,Good,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2191725.32,530560.5,44213.38,Direct Deposit,5.1,0,1,1,0,7,0,0,Phone Call,1,Germany
3795,15621409,Endrizzi,Male,32,KwaZulu-Natal,Empangeni,Urban,Matric,Self-Employed,English,Absa,Savings,4,496,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2620839.52,1362618.6,113551.55,Direct Deposit,4.9,0,1,0,2,10,1,0,WhatsApp,0,France
3796,15581102,Baresi,Female,22,Gauteng,Centurion,Urban,Degree,Employed,English,Absa,Cheque,8,554,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,0.0,2924747.5,243728.96,Direct Deposit,4.7,1,1,1,1,5,2,1,Email,0,France
3797,15578096,Nnachetam,Male,26,Gauteng,Johannesburg,Urban,Matric,Employed,Afrikaans,Absa,Savings,7,537,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2181153.88,2123046.22,176920.52,Direct Deposit,5.4,0,1,1,2,7,2,0,WhatsApp,0,France
3798,15669887,Lambert,Female,51,Western Cape,Cape Town,Urban,Matric,Unemployed,Sepedi,FNB,Savings,3,839,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,0.0,1416575.22,118047.94,Cheque,5.0,1,0,1,0,4,3,0,App Notification,1,France
3799,15621834,Game,Female,43,Free State,Bloemfontein,Suburban,Matric,Employed,English,Absa,Cheque,0,700,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,1219244.68,101603.72,Direct Deposit,4.2,0,1,1,1,4,2,1,SMS,0,Spain
3800,15655341,Chinagorom,Female,35,North West,Mahikeng,Urban,Matric,Self-Employed,Afrikaans,Capitec,Savings,5,458,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3413095.84,2773398.67,231116.56,Cash,6.2,0,0,1,2,8,3,1,SMS,0,Spain
3801,15685314,Noble,Female,28,KwaZulu-Natal,Durban,Urban,Matric,Self-Employed,English,Capitec,Student,2,850,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,794861.67,66238.47,Cheque,4.6,1,1,1,0,9,3,0,Email,0,France
3802,15653997,Haynes,Male,31,Northern Cape,Springbok,Urban,Matric,Employed,siSwati,Absa,Savings,6,699,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2347120.44,2837124.56,236427.05,Direct Deposit,6.7,0,1,1,4,8,2,0,SMS,0,Spain
3803,15629551,Cattaneo,Female,44,Limpopo,Mokopane,Urban,Matric,Employed,isiZulu,Capitec,Savings,9,615,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,0,2585152.09,2269719.41,189143.28,Direct Deposit,6.1,1,1,1,1,12,1,3,WhatsApp,0,Germany
3804,15651264,Yobanna,Male,51,Mpumalanga,Witbank,Urban,Degree,Self-Employed,isiXhosa,Nedbank,Prestige,4,850,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2550732.8,2430182.54,202515.21,Direct Deposit,7.3,0,1,0,0,5,3,0,Email,1,Germany
3805,15760825,Fraser,Female,40,KwaZulu-Natal,Pietermaritzburg,Urban,Degree,Employed,Sesotho,Capitec,Prestige,1,604,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,0.0,2525746.98,210478.92,Cash,4.7,0,1,1,0,8,2,0,Phone Call,0,France
3806,15597394,Rhodes,Male,34,Free State,Kroonstad,Urban,Diploma,Unemployed,Afrikaans,Nedbank,Savings,0,668,Fair,TransUnion,1,Savings Account,1,1,0,0,1,1,0,0,0,0.0,2049689.63,170807.47,Cash,4.6,0,1,1,4,12,0,1,Email,0,Spain
3807,15740383,Jimenez,Female,38,Northern Cape,Upington,Suburban,Diploma,Employed,isiZulu,Nedbank,Cheque,10,594,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1195824.66,99652.06,Direct Deposit,3.7,0,1,0,3,8,3,1,App Notification,0,Spain
3808,15670562,Pharr,Male,30,Gauteng,Centurion,Rural,Matric,Employed,isiZulu,FNB,Cheque,3,470,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2073385.58,1043586.32,86965.53,Direct Deposit,4.2,1,1,1,2,12,3,0,SMS,0,France
3809,15698117,Jerger,Male,41,Eastern Cape,East London,Urban,Matric,Employed,Afrikaans,FNB,Savings,0,701,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,3092321.27,2616278.88,218023.24,Direct Deposit,7.0,1,1,0,0,6,0,3,WhatsApp,0,Germany
3810,15694805,McIntyre,Male,35,Northern Cape,Upington,Urban,No Matric,Unemployed,isiZulu,Standard Bank,Savings,1,664,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2358002.25,3478148.7,289845.73,Direct Deposit,7.0,1,1,0,1,2,3,0,WhatsApp,0,Spain
3811,15746802,Onio,Female,30,Gauteng,Sandton,Urban,Diploma,Unemployed,isiNdebele,FNB,Savings,6,477,Poor,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2691372.43,3979961.22,331663.44,Cheque,6.7,0,1,1,2,6,3,0,SMS,0,France
3812,15589428,Tomlinson,Female,42,Western Cape,Paarl,Suburban,No Matric,Employed,Afrikaans,Absa,Student,9,756,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,731305.11,60942.09,Cash,4.1,0,1,0,3,8,1,0,Email,0,France
3813,15790267,Onuoha,Female,40,KwaZulu-Natal,Empangeni,Urban,Matric,Employed,Sepedi,Capitec,Cheque,7,625,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,2895987.24,3636648.54,303054.04,Direct Deposit,7.3,1,0,1,6,8,2,1,WhatsApp,0,France
3814,15665402,Panicucci,Male,73,Free State,Welkom,Suburban,Degree,Employed,Sesotho,Absa,Cheque,5,703,Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,2824111.78,3273387.93,272782.33,Direct Deposit,7.4,1,1,1,5,6,3,0,Email,0,Spain
3815,15642093,Piccio,Male,30,Gauteng,Pretoria,Rural,No Matric,Unemployed,English,Absa,Prestige,7,646,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3148122.88,262343.57,Direct Deposit,5.3,0,1,1,0,5,2,2,Email,0,France
3816,15666181,Ramsden,Male,33,Western Cape,Paarl,Urban,Postgraduate,Employed,Sepedi,Capitec,Savings,0,650,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2010331.88,1074445.8,89537.15,Direct Deposit,5.0,0,1,1,2,5,0,1,Email,0,France
3817,15602554,Vorobyova,Female,31,KwaZulu-Natal,Newcastle,Suburban,Matric,Unemployed,Xitsonga,Absa,Savings,9,664,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,0,2347651.18,1624051.41,135337.62,Direct Deposit,5.7,1,1,1,2,10,2,1,SMS,0,France
3818,15724251,Todd,Female,29,Limpopo,Thohoyandou,Urban,Diploma,Pensioner,Afrikaans,Standard Bank,Cheque,6,682,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2070761.78,668092.74,55674.4,Direct Deposit,4.9,0,1,1,1,7,0,2,Email,1,Germany
3819,15740147,Cremonesi,Female,44,Gauteng,Johannesburg,Urban,No Matric,Student,Afrikaans,Capitec,Pensioner,10,725,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,0.0,1922441.0,160203.42,Direct Deposit,4.8,1,1,0,1,1,1,1,SMS,0,France
3820,15718289,Bradley,Male,46,Limpopo,Mokopane,Urban,Degree,Pensioner,Xitsonga,FNB,Prestige,3,553,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1686967.55,2307274.8,192272.9,Direct Deposit,5.3,0,1,0,1,4,1,0,Email,1,Germany
3821,15763148,Stanley,Male,39,Gauteng,Centurion,Suburban,Matric,Employed,Sesotho,Capitec,Savings,9,576,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1736759.59,3916798.88,326399.91,Direct Deposit,6.6,0,1,1,1,8,4,0,Phone Call,0,France
3822,15685245,Jowett,Female,56,Free State,Bloemfontein,Suburban,Diploma,Employed,English,Absa,Cheque,5,608,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,0.0,3153113.4,262759.45,Direct Deposit,5.2,1,1,1,3,9,2,0,SMS,0,Spain
3823,15626985,Yefremova,Female,39,KwaZulu-Natal,Pietermaritzburg,Urban,Postgraduate,Employed,Sepedi,Standard Bank,Cheque,0,850,Excellent,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,1,2139923.86,2170678.78,180889.9,Direct Deposit,6.8,0,1,1,1,7,4,0,Email,0,France
3824,15585823,Wilson,Male,31,Gauteng,Johannesburg,Urban,Matric,Employed,Sesotho,Capitec,Prestige,8,627,Fair,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,1,2626700.46,1970695.14,164224.6,Cash,5.9,0,1,0,2,13,0,1,SMS,0,France
3825,15728167,Abramovich,Male,44,KwaZulu-Natal,Pietermaritzburg,Urban,Diploma,Employed,Afrikaans,FNB,Cheque,2,667,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,2517542.48,309977.63,25831.47,Direct Deposit,4.8,0,1,0,1,7,4,1,WhatsApp,0,France
3826,15762928,Venables,Male,44,North West,Klerksdorp,Urban,Matric,Self-Employed,English,Standard Bank,Cheque,8,548,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,348290.28,29024.19,Direct Deposit,2.8,0,1,0,0,9,1,0,WhatsApp,0,Spain
3827,15751774,Monnier,Male,76,Gauteng,Centurion,Urban,Matric,Employed,isiZulu,Nedbank,Savings,4,774,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2306473.24,2934230.19,244519.18,Direct Deposit,7.1,1,1,1,0,11,4,0,Email,0,France
3828,15654733,Hsieh,Male,57,Eastern Cape,East London,Urban,Diploma,Pensioner,Sepedi,Capitec,Savings,3,794,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2399657.43,1913407.06,159450.59,Cheque,6.5,0,1,1,1,6,3,1,App Notification,1,Germany
